user_id,install_date,event_date,event_type,cohort_date,days_since_install
U00956,2024-01-01,2024-01-01,app_open,2024-01-01,0
U00956,2024-01-01,2024-01-16,app_open,2024-01-01,15
U00956,2024-01-01,2024-01-30,app_open,2024-01-01,29
U00957,2024-03-30,2024-04-01,app_open,2024-03-30,2
U00957,2024-03-30,2024-04-08,app_open,2024-03-30,9
U00957,2024-03-30,2024-04-13,app_open,2024-03-30,14
U00957,2024-03-30,2024-04-18,app_open,2024-03-30,19
U00957,2024-03-30,2024-04-21,app_open,2024-03-30,22
U00958,2024-01-14,2024-01-28,app_open,2024-01-14,14
U00958,2024-01-14,2024-01-31,app_open,2024-01-14,17
U00959,2024-03-04,2024-03-23,app_open,2024-03-04,19
U00959,2024-03-04,2024-03-24,app_open,2024-03-04,20
U00959,2024-03-04,2024-04-03,app_open,2024-03-04,30
U00960,2024-02-07,2024-02-12,app_open,2024-02-07,5
U00961,2024-02-06,2024-02-07,app_open,2024-02-06,1
U00961,2024-02-06,2024-02-08,app_open,2024-02-06,2
U00961,2024-02-06,2024-02-20,app_open,2024-02-06,14
U00961,2024-02-06,2024-02-24,app_open,2024-02-06,18
U00962,2024-01-11,2024-01-14,app_open,2024-01-11,3
U00962,2024-01-11,2024-01-20,app_open,2024-01-11,9
U00963,2024-03-17,2024-03-26,app_open,2024-03-17,9
U00963,2024-03-17,2024-03-26,app_open,2024-03-17,9
U00963,2024-03-17,2024-04-06,app_open,2024-03-17,20
U00963,2024-03-17,2024-04-14,app_open,2024-03-17,28
U00964,2024-01-03,2024-01-07,app_open,2024-01-03,4
U00964,2024-01-03,2024-01-26,app_open,2024-01-03,23
U00964,2024-01-03,2024-01-26,app_open,2024-01-03,23
U00964,2024-01-03,2024-01-29,app_open,2024-01-03,26
U00965,2024-02-02,2024-02-05,app_open,2024-02-02,3
U00965,2024-02-02,2024-02-06,app_open,2024-02-02,4
U00965,2024-02-02,2024-02-10,app_open,2024-02-02,8
U00965,2024-02-02,2024-02-21,app_open,2024-02-02,19
U00966,2024-01-06,2024-01-10,app_open,2024-01-06,4
U00966,2024-01-06,2024-01-10,app_open,2024-01-06,4
U00966,2024-01-06,2024-01-20,app_open,2024-01-06,14
U00966,2024-01-06,2024-01-21,app_open,2024-01-06,15
U00967,2024-02-19,2024-03-04,app_open,2024-02-19,14
U00967,2024-02-19,2024-03-07,app_open,2024-02-19,17
U00968,2024-01-10,2024-01-13,app_open,2024-01-10,3
U00968,2024-01-10,2024-01-17,app_open,2024-01-10,7
U00968,2024-01-10,2024-02-08,app_open,2024-01-10,29
U00969,2024-01-05,2024-01-05,app_open,2024-01-05,0
U00969,2024-01-05,2024-01-19,app_open,2024-01-05,14
U00969,2024-01-05,2024-01-24,app_open,2024-01-05,19
U00970,2024-01-23,2024-01-29,app_open,2024-01-23,6
U00970,2024-01-23,2024-02-15,app_open,2024-01-23,23
U00970,2024-01-23,2024-02-22,app_open,2024-01-23,30
U00971,2024-01-10,2024-01-10,app_open,2024-01-10,0
U00971,2024-01-10,2024-01-28,app_open,2024-01-10,18
U00971,2024-01-10,2024-02-01,app_open,2024-01-10,22
U00972,2024-02-13,2024-02-17,app_open,2024-02-13,4
U00972,2024-02-13,2024-02-21,app_open,2024-02-13,8
U00972,2024-02-13,2024-03-11,app_open,2024-02-13,27
U00973,2024-01-02,2024-01-12,app_open,2024-01-02,10
U00974,2024-01-13,2024-01-14,app_open,2024-01-13,1
U00974,2024-01-13,2024-01-31,app_open,2024-01-13,18
U00974,2024-01-13,2024-02-01,app_open,2024-01-13,19
U00975,2024-02-09,2024-02-16,app_open,2024-02-09,7
U00975,2024-02-09,2024-02-17,app_open,2024-02-09,8
U00975,2024-02-09,2024-02-28,app_open,2024-02-09,19
U00975,2024-02-09,2024-03-07,app_open,2024-02-09,27
U00975,2024-02-09,2024-03-10,app_open,2024-02-09,30
U00976,2024-01-02,2024-01-14,app_open,2024-01-02,12
U00976,2024-01-02,2024-02-01,app_open,2024-01-02,30
U00977,2024-03-24,2024-04-21,app_open,2024-03-24,28
U00978,2024-03-05,2024-03-06,app_open,2024-03-05,1
U00978,2024-03-05,2024-03-11,app_open,2024-03-05,6
U00978,2024-03-05,2024-03-14,app_open,2024-03-05,9
U00978,2024-03-05,2024-03-19,app_open,2024-03-05,14
U00978,2024-03-05,2024-03-20,app_open,2024-03-05,15
U00978,2024-03-05,2024-03-25,app_open,2024-03-05,20
U00979,2024-03-03,2024-03-04,app_open,2024-03-03,1
U00980,2024-03-13,2024-03-20,app_open,2024-03-13,7
U00980,2024-03-13,2024-03-28,app_open,2024-03-13,15
U00980,2024-03-13,2024-04-01,app_open,2024-03-13,19
U00981,2024-01-17,2024-01-23,app_open,2024-01-17,6
U00981,2024-01-17,2024-01-25,app_open,2024-01-17,8
U00981,2024-01-17,2024-02-14,app_open,2024-01-17,28
U00982,2024-01-09,2024-01-10,app_open,2024-01-09,1
U00982,2024-01-09,2024-01-22,app_open,2024-01-09,13
U00983,2024-03-15,2024-03-29,app_open,2024-03-15,14
U00983,2024-03-15,2024-04-02,app_open,2024-03-15,18
U00983,2024-03-15,2024-04-02,app_open,2024-03-15,18
U00983,2024-03-15,2024-04-11,app_open,2024-03-15,27
U00984,2024-01-15,2024-01-26,app_open,2024-01-15,11
U00984,2024-01-15,2024-02-03,app_open,2024-01-15,19
U00985,2024-01-24,2024-02-08,app_open,2024-01-24,15
U00985,2024-01-24,2024-02-09,app_open,2024-01-24,16
U00985,2024-01-24,2024-02-11,app_open,2024-01-24,18
U00986,2024-02-07,2024-02-19,app_open,2024-02-07,12
U00986,2024-02-07,2024-03-02,app_open,2024-02-07,24
U00986,2024-02-07,2024-03-06,app_open,2024-02-07,28
U00987,2024-02-04,2024-02-04,app_open,2024-02-04,0
U00987,2024-02-04,2024-02-26,app_open,2024-02-04,22
U00987,2024-02-04,2024-02-29,app_open,2024-02-04,25
U00987,2024-02-04,2024-03-02,app_open,2024-02-04,27
U00988,2024-02-18,2024-02-27,app_open,2024-02-18,9
U00988,2024-02-18,2024-03-09,app_open,2024-02-18,20
U00988,2024-02-18,2024-03-13,app_open,2024-02-18,24
U00989,2024-03-09,2024-03-14,app_open,2024-03-09,5
U00989,2024-03-09,2024-03-26,app_open,2024-03-09,17
U00989,2024-03-09,2024-04-07,app_open,2024-03-09,29
U00990,2024-03-02,2024-03-05,app_open,2024-03-02,3
U00991,2024-02-29,2024-03-25,app_open,2024-02-29,25
U00991,2024-02-29,2024-03-27,app_open,2024-02-29,27
U00992,2024-02-19,2024-02-22,app_open,2024-02-19,3
U00992,2024-02-19,2024-03-07,app_open,2024-02-19,17
U00992,2024-02-19,2024-03-09,app_open,2024-02-19,19
U00992,2024-02-19,2024-03-16,app_open,2024-02-19,26
U00992,2024-02-19,2024-03-18,app_open,2024-02-19,28
U00992,2024-02-19,2024-03-19,app_open,2024-02-19,29
U00993,2024-03-18,2024-04-08,app_open,2024-03-18,21
U00993,2024-03-18,2024-04-10,app_open,2024-03-18,23
U00993,2024-03-18,2024-04-13,app_open,2024-03-18,26
U00993,2024-03-18,2024-04-17,app_open,2024-03-18,30
U00994,2024-03-15,2024-03-26,app_open,2024-03-15,11
U00994,2024-03-15,2024-04-03,app_open,2024-03-15,19
U00994,2024-03-15,2024-04-06,app_open,2024-03-15,22
U00994,2024-03-15,2024-04-08,app_open,2024-03-15,24
U00995,2024-01-09,2024-02-08,app_open,2024-01-09,30
U00996,2024-02-03,2024-02-10,app_open,2024-02-03,7
U00996,2024-02-03,2024-02-17,app_open,2024-02-03,14
U00996,2024-02-03,2024-02-24,app_open,2024-02-03,21
U00997,2024-03-16,2024-03-19,app_open,2024-03-16,3
U00997,2024-03-16,2024-03-31,app_open,2024-03-16,15
U00997,2024-03-16,2024-04-04,app_open,2024-03-16,19
U00998,2024-02-04,2024-03-04,app_open,2024-02-04,29
U00999,2024-01-01,2024-01-25,app_open,2024-01-01,24
U01000,2024-02-09,2024-02-26,app_open,2024-02-09,17
U01000,2024-02-09,2024-02-28,app_open,2024-02-09,19
U01000,2024-02-09,2024-03-02,app_open,2024-02-09,22
U01000,2024-02-09,2024-03-03,app_open,2024-02-09,23
U01001,2024-03-04,2024-03-05,app_open,2024-03-04,1
U01001,2024-03-04,2024-03-08,app_open,2024-03-04,4
U01001,2024-03-04,2024-03-15,app_open,2024-03-04,11
U01001,2024-03-04,2024-03-19,app_open,2024-03-04,15
U01001,2024-03-04,2024-04-03,app_open,2024-03-04,30
U01002,2024-01-22,2024-01-31,app_open,2024-01-22,9
U01002,2024-01-22,2024-02-09,app_open,2024-01-22,18
U01002,2024-01-22,2024-02-09,app_open,2024-01-22,18
U01002,2024-01-22,2024-02-14,app_open,2024-01-22,23
U01003,2024-02-29,2024-03-15,app_open,2024-02-29,15
U01003,2024-02-29,2024-03-17,app_open,2024-02-29,17
U01003,2024-02-29,2024-03-20,app_open,2024-02-29,20
U01003,2024-02-29,2024-03-20,app_open,2024-02-29,20
U01004,2024-03-04,2024-03-17,app_open,2024-03-04,13
U01004,2024-03-04,2024-03-18,app_open,2024-03-04,14
U01005,2024-03-12,2024-03-23,app_open,2024-03-12,11
U01005,2024-03-12,2024-03-29,app_open,2024-03-12,17
U01006,2024-01-11,2024-02-09,app_open,2024-01-11,29
U01007,2024-01-14,2024-01-18,app_open,2024-01-14,4
U01007,2024-01-14,2024-01-22,app_open,2024-01-14,8
U01008,2024-02-29,2024-03-07,app_open,2024-02-29,7
U01008,2024-02-29,2024-03-12,app_open,2024-02-29,12
U01008,2024-02-29,2024-03-20,app_open,2024-02-29,20
U01009,2024-01-30,2024-02-21,app_open,2024-01-30,22
U01009,2024-01-30,2024-02-25,app_open,2024-01-30,26
U01010,2024-02-04,2024-02-08,app_open,2024-02-04,4
U01010,2024-02-04,2024-02-16,app_open,2024-02-04,12
U01010,2024-02-04,2024-03-03,app_open,2024-02-04,28
U01011,2024-03-25,2024-04-01,app_open,2024-03-25,7
U01011,2024-03-25,2024-04-16,app_open,2024-03-25,22
U01012,2024-02-06,2024-02-20,app_open,2024-02-06,14
U01012,2024-02-06,2024-02-25,app_open,2024-02-06,19
U01013,2024-01-05,2024-01-06,app_open,2024-01-05,1
U01013,2024-01-05,2024-01-10,app_open,2024-01-05,5
U01013,2024-01-05,2024-01-23,app_open,2024-01-05,18
U01013,2024-01-05,2024-02-02,app_open,2024-01-05,28
U01014,2024-03-23,2024-03-28,app_open,2024-03-23,5
U01014,2024-03-23,2024-04-05,app_open,2024-03-23,13
U01014,2024-03-23,2024-04-05,app_open,2024-03-23,13
U01014,2024-03-23,2024-04-06,app_open,2024-03-23,14
U01014,2024-03-23,2024-04-08,app_open,2024-03-23,16
U01015,2024-03-18,2024-03-26,app_open,2024-03-18,8
U01015,2024-03-18,2024-04-15,app_open,2024-03-18,28
U01015,2024-03-18,2024-04-17,app_open,2024-03-18,30
U01016,2024-01-26,2024-02-18,app_open,2024-01-26,23
U01017,2024-03-02,2024-03-06,app_open,2024-03-02,4
U01018,2024-01-04,2024-01-23,app_open,2024-01-04,19
U01019,2024-03-29,2024-04-11,app_open,2024-03-29,13
U01019,2024-03-29,2024-04-21,app_open,2024-03-29,23
U01020,2024-02-11,2024-03-10,app_open,2024-02-11,28
U01020,2024-02-11,2024-03-12,app_open,2024-02-11,30
U01020,2024-02-11,2024-03-12,app_open,2024-02-11,30
U01021,2024-03-29,2024-04-22,app_open,2024-03-29,24
U01022,2024-01-18,2024-01-20,app_open,2024-01-18,2
U01022,2024-01-18,2024-01-21,app_open,2024-01-18,3
U01022,2024-01-18,2024-01-21,app_open,2024-01-18,3
U01022,2024-01-18,2024-01-21,app_open,2024-01-18,3
U01022,2024-01-18,2024-01-23,app_open,2024-01-18,5
U01023,2024-02-09,2024-02-16,app_open,2024-02-09,7
U01023,2024-02-09,2024-03-01,app_open,2024-02-09,21
U01023,2024-02-09,2024-03-03,app_open,2024-02-09,23
U01023,2024-02-09,2024-03-04,app_open,2024-02-09,24
U01023,2024-02-09,2024-03-07,app_open,2024-02-09,27
U01023,2024-02-09,2024-03-09,app_open,2024-02-09,29
U01024,2024-03-12,2024-03-31,app_open,2024-03-12,19
U01024,2024-03-12,2024-04-01,app_open,2024-03-12,20
U01025,2024-02-08,2024-02-11,app_open,2024-02-08,3
U01025,2024-02-08,2024-02-16,app_open,2024-02-08,8
U01025,2024-02-08,2024-02-17,app_open,2024-02-08,9
U01025,2024-02-08,2024-02-29,app_open,2024-02-08,21
U01025,2024-02-08,2024-03-09,app_open,2024-02-08,30
U01026,2024-01-14,2024-01-21,app_open,2024-01-14,7
U01026,2024-01-14,2024-02-01,app_open,2024-01-14,18
U01027,2024-02-01,2024-02-05,app_open,2024-02-01,4
U01027,2024-02-01,2024-02-10,app_open,2024-02-01,9
U01027,2024-02-01,2024-03-01,app_open,2024-02-01,29
U01028,2024-02-20,2024-02-27,app_open,2024-02-20,7
U01028,2024-02-20,2024-03-03,app_open,2024-02-20,12
U01028,2024-02-20,2024-03-04,app_open,2024-02-20,13
U01028,2024-02-20,2024-03-07,app_open,2024-02-20,16
U01028,2024-02-20,2024-03-19,app_open,2024-02-20,28
U01029,2024-02-07,2024-02-14,app_open,2024-02-07,7
U01029,2024-02-07,2024-03-03,app_open,2024-02-07,25
U01030,2024-01-23,2024-01-23,app_open,2024-01-23,0
U01030,2024-01-23,2024-02-11,app_open,2024-01-23,19
U01031,2024-03-03,2024-03-12,app_open,2024-03-03,9
U01031,2024-03-03,2024-03-17,app_open,2024-03-03,14
U01031,2024-03-03,2024-03-22,app_open,2024-03-03,19
U01032,2024-01-15,2024-01-24,app_open,2024-01-15,9
U01032,2024-01-15,2024-01-25,app_open,2024-01-15,10
U01032,2024-01-15,2024-01-31,app_open,2024-01-15,16
U01032,2024-01-15,2024-01-31,app_open,2024-01-15,16
U01032,2024-01-15,2024-02-07,app_open,2024-01-15,23
U01032,2024-01-15,2024-02-12,app_open,2024-01-15,28
U01033,2024-01-25,2024-01-26,app_open,2024-01-25,1
U01033,2024-01-25,2024-01-28,app_open,2024-01-25,3
U01033,2024-01-25,2024-02-23,app_open,2024-01-25,29
U01034,2024-01-17,2024-01-19,app_open,2024-01-17,2
U01034,2024-01-17,2024-01-31,app_open,2024-01-17,14
U01034,2024-01-17,2024-02-01,app_open,2024-01-17,15
U01034,2024-01-17,2024-02-14,app_open,2024-01-17,28
U01035,2024-03-06,2024-03-09,app_open,2024-03-06,3
U01035,2024-03-06,2024-03-27,app_open,2024-03-06,21
U01036,2024-03-18,2024-04-05,app_open,2024-03-18,18
U01036,2024-03-18,2024-04-08,app_open,2024-03-18,21
U01036,2024-03-18,2024-04-14,app_open,2024-03-18,27
U01037,2024-02-22,2024-03-05,app_open,2024-02-22,12
U01037,2024-02-22,2024-03-07,app_open,2024-02-22,14
U01037,2024-02-22,2024-03-22,app_open,2024-02-22,29
U01038,2024-02-20,2024-02-20,app_open,2024-02-20,0
U01038,2024-02-20,2024-02-27,app_open,2024-02-20,7
U01038,2024-02-20,2024-02-29,app_open,2024-02-20,9
U01038,2024-02-20,2024-03-20,app_open,2024-02-20,29
U01039,2024-02-08,2024-02-15,app_open,2024-02-08,7
U01039,2024-02-08,2024-03-05,app_open,2024-02-08,26
U01040,2024-02-20,2024-02-26,app_open,2024-02-20,6
U01040,2024-02-20,2024-03-04,app_open,2024-02-20,13
U01041,2024-03-10,2024-03-26,app_open,2024-03-10,16
U01041,2024-03-10,2024-04-05,app_open,2024-03-10,26
U01042,2024-01-06,2024-01-17,app_open,2024-01-06,11
U01042,2024-01-06,2024-01-31,app_open,2024-01-06,25
U01043,2024-03-07,2024-03-10,app_open,2024-03-07,3
U01044,2024-01-07,2024-01-15,app_open,2024-01-07,8
U01045,2024-02-20,2024-02-21,app_open,2024-02-20,1
U01045,2024-02-20,2024-02-22,app_open,2024-02-20,2
U01045,2024-02-20,2024-02-28,app_open,2024-02-20,8
U01045,2024-02-20,2024-03-09,app_open,2024-02-20,18
U01045,2024-02-20,2024-03-13,app_open,2024-02-20,22
U01045,2024-02-20,2024-03-13,app_open,2024-02-20,22
U01046,2024-03-12,2024-03-17,app_open,2024-03-12,5
U01046,2024-03-12,2024-03-18,app_open,2024-03-12,6
U01046,2024-03-12,2024-04-04,app_open,2024-03-12,23
U01046,2024-03-12,2024-04-07,app_open,2024-03-12,26
U01047,2024-02-11,2024-02-16,app_open,2024-02-11,5
U01047,2024-02-11,2024-02-17,app_open,2024-02-11,6
U01047,2024-02-11,2024-02-18,app_open,2024-02-11,7
U01047,2024-02-11,2024-02-24,app_open,2024-02-11,13
U01048,2024-03-04,2024-03-18,app_open,2024-03-04,14
U01049,2024-01-15,2024-01-29,app_open,2024-01-15,14
U01050,2024-01-29,2024-02-01,app_open,2024-01-29,3
U01050,2024-01-29,2024-02-02,app_open,2024-01-29,4
U01050,2024-01-29,2024-02-02,app_open,2024-01-29,4
U01050,2024-01-29,2024-02-16,app_open,2024-01-29,18
U01050,2024-01-29,2024-02-17,app_open,2024-01-29,19
U01050,2024-01-29,2024-02-18,app_open,2024-01-29,20
U01050,2024-01-29,2024-02-25,app_open,2024-01-29,27
U01050,2024-01-29,2024-02-26,app_open,2024-01-29,28
U01051,2024-02-02,2024-02-04,app_open,2024-02-02,2
U01051,2024-02-02,2024-02-08,app_open,2024-02-02,6
U01051,2024-02-02,2024-02-18,app_open,2024-02-02,16
U01051,2024-02-02,2024-02-28,app_open,2024-02-02,26
U01052,2024-01-27,2024-02-13,app_open,2024-01-27,17
U01052,2024-01-27,2024-02-13,app_open,2024-01-27,17
U01053,2024-02-05,2024-02-19,app_open,2024-02-05,14
U01053,2024-02-05,2024-02-24,app_open,2024-02-05,19
U01053,2024-02-05,2024-02-25,app_open,2024-02-05,20
U01053,2024-02-05,2024-02-27,app_open,2024-02-05,22
U01054,2024-01-29,2024-02-11,app_open,2024-01-29,13
U01054,2024-01-29,2024-02-16,app_open,2024-01-29,18
U01054,2024-01-29,2024-02-24,app_open,2024-01-29,26
U01055,2024-02-07,2024-02-07,app_open,2024-02-07,0
U01055,2024-02-07,2024-02-13,app_open,2024-02-07,6
U01055,2024-02-07,2024-02-19,app_open,2024-02-07,12
U01055,2024-02-07,2024-02-25,app_open,2024-02-07,18
U01056,2024-02-26,2024-02-26,app_open,2024-02-26,0
U01056,2024-02-26,2024-03-21,app_open,2024-02-26,24
U01056,2024-02-26,2024-03-22,app_open,2024-02-26,25
U01057,2024-01-27,2024-01-31,app_open,2024-01-27,4
U01058,2024-02-24,2024-02-29,app_open,2024-02-24,5
U01058,2024-02-24,2024-03-02,app_open,2024-02-24,7
U01058,2024-02-24,2024-03-15,app_open,2024-02-24,20
U01058,2024-02-24,2024-03-21,app_open,2024-02-24,26
U01059,2024-02-02,2024-02-06,app_open,2024-02-02,4
U01059,2024-02-02,2024-03-01,app_open,2024-02-02,28
U01060,2024-03-08,2024-03-17,app_open,2024-03-08,9
U01060,2024-03-08,2024-03-23,app_open,2024-03-08,15
U01060,2024-03-08,2024-03-29,app_open,2024-03-08,21
U01060,2024-03-08,2024-03-30,app_open,2024-03-08,22
U01061,2024-03-26,2024-04-12,app_open,2024-03-26,17
U01061,2024-03-26,2024-04-16,app_open,2024-03-26,21
U01061,2024-03-26,2024-04-20,app_open,2024-03-26,25
U01062,2024-03-06,2024-03-17,app_open,2024-03-06,11
U01062,2024-03-06,2024-03-18,app_open,2024-03-06,12
U01063,2024-01-10,2024-01-21,app_open,2024-01-10,11
U01064,2024-01-05,2024-01-14,app_open,2024-01-05,9
U01064,2024-01-05,2024-01-19,app_open,2024-01-05,14
U01064,2024-01-05,2024-01-21,app_open,2024-01-05,16
U01064,2024-01-05,2024-02-03,app_open,2024-01-05,29
U01065,2024-03-14,2024-03-14,app_open,2024-03-14,0
U01065,2024-03-14,2024-03-25,app_open,2024-03-14,11
U01065,2024-03-14,2024-03-28,app_open,2024-03-14,14
U01065,2024-03-14,2024-03-29,app_open,2024-03-14,15
U01065,2024-03-14,2024-04-09,app_open,2024-03-14,26
U01065,2024-03-14,2024-04-12,app_open,2024-03-14,29
U01066,2024-02-07,2024-02-12,app_open,2024-02-07,5
U01066,2024-02-07,2024-03-08,app_open,2024-02-07,30
U01067,2024-01-13,2024-01-29,app_open,2024-01-13,16
U01067,2024-01-13,2024-02-04,app_open,2024-01-13,22
U01068,2024-01-31,2024-02-02,app_open,2024-01-31,2
U01068,2024-01-31,2024-02-10,app_open,2024-01-31,10
U01068,2024-01-31,2024-02-20,app_open,2024-01-31,20
U01068,2024-01-31,2024-02-22,app_open,2024-01-31,22
U01068,2024-01-31,2024-02-28,app_open,2024-01-31,28
U01068,2024-01-31,2024-03-01,app_open,2024-01-31,30
U01069,2024-02-16,2024-03-11,app_open,2024-02-16,24
U01070,2024-03-28,2024-04-08,app_open,2024-03-28,11
U01071,2024-02-21,2024-02-22,app_open,2024-02-21,1
U01071,2024-02-21,2024-02-28,app_open,2024-02-21,7
U01071,2024-02-21,2024-03-05,app_open,2024-02-21,13
U01071,2024-02-21,2024-03-06,app_open,2024-02-21,14
U01071,2024-02-21,2024-03-16,app_open,2024-02-21,24
U01072,2024-02-25,2024-03-04,app_open,2024-02-25,8
U01072,2024-02-25,2024-03-05,app_open,2024-02-25,9
U01073,2024-01-15,2024-01-20,app_open,2024-01-15,5
U01073,2024-01-15,2024-01-30,app_open,2024-01-15,15
U01073,2024-01-15,2024-02-01,app_open,2024-01-15,17
U01073,2024-01-15,2024-02-10,app_open,2024-01-15,26
U01073,2024-01-15,2024-02-11,app_open,2024-01-15,27
U01074,2024-01-29,2024-02-02,app_open,2024-01-29,4
U01074,2024-01-29,2024-02-12,app_open,2024-01-29,14
U01074,2024-01-29,2024-02-18,app_open,2024-01-29,20
U01075,2024-01-08,2024-01-31,app_open,2024-01-08,23
U01076,2024-01-05,2024-01-13,app_open,2024-01-05,8
U01076,2024-01-05,2024-01-14,app_open,2024-01-05,9
U01076,2024-01-05,2024-01-14,app_open,2024-01-05,9
U01076,2024-01-05,2024-01-16,app_open,2024-01-05,11
U01076,2024-01-05,2024-01-20,app_open,2024-01-05,15
U01076,2024-01-05,2024-01-20,app_open,2024-01-05,15
U01077,2024-01-29,2024-02-03,app_open,2024-01-29,5
U01077,2024-01-29,2024-02-12,app_open,2024-01-29,14
U01077,2024-01-29,2024-02-12,app_open,2024-01-29,14
U01077,2024-01-29,2024-02-26,app_open,2024-01-29,28
U01078,2024-02-16,2024-03-01,app_open,2024-02-16,14
U01078,2024-02-16,2024-03-06,app_open,2024-02-16,19
U01078,2024-02-16,2024-03-06,app_open,2024-02-16,19
U01078,2024-02-16,2024-03-10,app_open,2024-02-16,23
U01078,2024-02-16,2024-03-13,app_open,2024-02-16,26
U01079,2024-03-08,2024-03-12,app_open,2024-03-08,4
U01079,2024-03-08,2024-03-29,app_open,2024-03-08,21
U01079,2024-03-08,2024-03-29,app_open,2024-03-08,21
U01079,2024-03-08,2024-03-31,app_open,2024-03-08,23
U01079,2024-03-08,2024-04-03,app_open,2024-03-08,26
U01080,2024-03-16,2024-03-21,app_open,2024-03-16,5
U01081,2024-02-14,2024-02-19,app_open,2024-02-14,5
U01081,2024-02-14,2024-02-25,app_open,2024-02-14,11
U01082,2024-01-02,2024-01-14,app_open,2024-01-02,12
U01082,2024-01-02,2024-01-29,app_open,2024-01-02,27
U01083,2024-01-27,2024-02-01,app_open,2024-01-27,5
U01083,2024-01-27,2024-02-16,app_open,2024-01-27,20
U01084,2024-02-05,2024-02-19,app_open,2024-02-05,14
U01084,2024-02-05,2024-02-28,app_open,2024-02-05,23
U01085,2024-02-05,2024-02-06,app_open,2024-02-05,1
U01085,2024-02-05,2024-02-09,app_open,2024-02-05,4
U01085,2024-02-05,2024-02-18,app_open,2024-02-05,13
U01085,2024-02-05,2024-02-22,app_open,2024-02-05,17
U01085,2024-02-05,2024-02-24,app_open,2024-02-05,19
U01086,2024-01-26,2024-01-26,app_open,2024-01-26,0
U01086,2024-01-26,2024-02-09,app_open,2024-01-26,14
U01086,2024-01-26,2024-02-11,app_open,2024-01-26,16
U01087,2024-02-12,2024-02-24,app_open,2024-02-12,12
U01087,2024-02-12,2024-03-03,app_open,2024-02-12,20
U01088,2024-01-27,2024-02-12,app_open,2024-01-27,16
U01088,2024-01-27,2024-02-25,app_open,2024-01-27,29
U01088,2024-01-27,2024-02-26,app_open,2024-01-27,30
U01089,2024-03-09,2024-03-16,app_open,2024-03-09,7
U01089,2024-03-09,2024-04-07,app_open,2024-03-09,29
U01090,2024-01-20,2024-01-31,app_open,2024-01-20,11
U01090,2024-01-20,2024-02-03,app_open,2024-01-20,14
U01090,2024-01-20,2024-02-08,app_open,2024-01-20,19
U01091,2024-01-11,2024-01-11,app_open,2024-01-11,0
U01091,2024-01-11,2024-01-11,app_open,2024-01-11,0
U01091,2024-01-11,2024-01-30,app_open,2024-01-11,19
U01092,2024-03-14,2024-03-16,app_open,2024-03-14,2
U01092,2024-03-14,2024-03-20,app_open,2024-03-14,6
U01092,2024-03-14,2024-03-29,app_open,2024-03-14,15
U01092,2024-03-14,2024-03-31,app_open,2024-03-14,17
U01093,2024-02-07,2024-02-28,app_open,2024-02-07,21
U01093,2024-02-07,2024-03-03,app_open,2024-02-07,25
U01094,2024-01-06,2024-01-08,app_open,2024-01-06,2
U01094,2024-01-06,2024-01-20,app_open,2024-01-06,14
U01094,2024-01-06,2024-01-26,app_open,2024-01-06,20
U01095,2024-03-12,2024-03-16,app_open,2024-03-12,4
U01095,2024-03-12,2024-03-31,app_open,2024-03-12,19
U01095,2024-03-12,2024-04-10,app_open,2024-03-12,29
U01095,2024-03-12,2024-04-11,app_open,2024-03-12,30
U01095,2024-03-12,2024-04-11,app_open,2024-03-12,30
U01096,2024-01-23,2024-01-24,app_open,2024-01-23,1
U01096,2024-01-23,2024-02-03,app_open,2024-01-23,11
U01096,2024-01-23,2024-02-09,app_open,2024-01-23,17
U01096,2024-01-23,2024-02-17,app_open,2024-01-23,25
U01097,2024-02-16,2024-02-21,app_open,2024-02-16,5
U01097,2024-02-16,2024-02-22,app_open,2024-02-16,6
U01098,2024-03-30,2024-04-15,app_open,2024-03-30,16
U01099,2024-02-15,2024-02-19,app_open,2024-02-15,4
U01099,2024-02-15,2024-02-22,app_open,2024-02-15,7
U01099,2024-02-15,2024-02-22,app_open,2024-02-15,7
U01099,2024-02-15,2024-02-23,app_open,2024-02-15,8
U01099,2024-02-15,2024-03-15,app_open,2024-02-15,29
U01100,2024-01-12,2024-01-25,app_open,2024-01-12,13
U01100,2024-01-12,2024-02-01,app_open,2024-01-12,20
U01100,2024-01-12,2024-02-06,app_open,2024-01-12,25
U01101,2024-03-30,2024-04-10,app_open,2024-03-30,11
U01101,2024-03-30,2024-04-10,app_open,2024-03-30,11
U01101,2024-03-30,2024-04-17,app_open,2024-03-30,18
U01102,2024-01-13,2024-01-16,app_open,2024-01-13,3
U01103,2024-03-02,2024-03-05,app_open,2024-03-02,3
U01103,2024-03-02,2024-03-14,app_open,2024-03-02,12
U01104,2024-03-22,2024-03-29,app_open,2024-03-22,7
U01104,2024-03-22,2024-04-18,app_open,2024-03-22,27
U01104,2024-03-22,2024-04-19,app_open,2024-03-22,28
U01104,2024-03-22,2024-04-21,app_open,2024-03-22,30
U01105,2024-03-29,2024-03-30,app_open,2024-03-29,1
U01105,2024-03-29,2024-04-12,app_open,2024-03-29,14
U01105,2024-03-29,2024-04-26,app_open,2024-03-29,28
U01105,2024-03-29,2024-04-28,app_open,2024-03-29,30
U01106,2024-02-29,2024-03-06,app_open,2024-02-29,6
U01106,2024-02-29,2024-03-11,app_open,2024-02-29,11
U01107,2024-02-12,2024-02-25,app_open,2024-02-12,13
