user_id,install_date,event_date,event_type
U00785,2024-02-20,2024-03-17,app_open
U00785,2024-02-20,2024-02-27,app_open
U00785,2024-02-20,2024-02-28,app_open
U00785,2024-02-20,2024-03-08,app_open
U00786,2024-03-21,2024-03-28,app_open
U00786,2024-03-21,2024-03-22,app_open
U00786,2024-03-21,2024-04-06,app_open
U00787,2024-01-05,2024-01-13,app_open
U00787,2024-01-05,2024-01-06,app_open
U00788,2024-01-29,2024-02-11,app_open
U00788,2024-01-29,2024-02-11,app_open
U00789,2024-01-04,2024-01-06,app_open
U00790,2024-01-10,2024-02-04,app_open
U00790,2024-01-10,2024-01-17,app_open
U00790,2024-01-10,2024-01-11,app_open
U00790,2024-01-10,2024-02-05,app_open
U00791,2024-02-25,2024-03-22,app_open
U00791,2024-02-25,2024-02-27,app_open
U00791,2024-02-25,2024-03-07,app_open
U00791,2024-02-25,2024-03-25,app_open
U00791,2024-02-25,2024-03-04,app_open
U00791,2024-02-25,2024-03-16,app_open
U00791,2024-02-25,2024-03-24,app_open
U00792,2024-01-17,2024-01-31,app_open
U00792,2024-01-17,2024-02-04,app_open
U00793,2024-03-14,2024-04-05,app_open
U00794,2024-01-17,2024-02-08,app_open
U00794,2024-01-17,2024-01-26,app_open
U00794,2024-01-17,2024-02-03,app_open
U00795,2024-03-24,2024-04-03,app_open
U00796,2024-03-28,2024-04-12,app_open
U00796,2024-03-28,2024-03-28,app_open
U00796,2024-03-28,2024-04-17,app_open
U00797,2024-03-09,2024-03-24,app_open
U00798,2024-02-03,2024-02-16,app_open
U00798,2024-02-03,2024-02-05,app_open
U00798,2024-02-03,2024-03-02,app_open
U00798,2024-02-03,2024-02-14,app_open
U00799,2024-01-06,2024-01-07,app_open
U00800,2024-02-22,2024-03-18,app_open
U00800,2024-02-22,2024-03-13,app_open
U00801,2024-03-06,2024-04-05,app_open
U00801,2024-03-06,2024-04-05,app_open
U00801,2024-03-06,2024-03-07,app_open
U00802,2024-03-17,2024-03-28,app_open
U00803,2024-02-12,2024-03-08,app_open
U00803,2024-02-12,2024-02-14,app_open
U00803,2024-02-12,2024-03-05,app_open
U00803,2024-02-12,2024-03-02,app_open
U00804,2024-03-15,2024-03-29,app_open
U00804,2024-03-15,2024-03-19,app_open
U00804,2024-03-15,2024-04-09,app_open
U00804,2024-03-15,2024-03-19,app_open
U00804,2024-03-15,2024-03-21,app_open
U00805,2024-01-23,2024-01-26,app_open
U00805,2024-01-23,2024-01-28,app_open
U00805,2024-01-23,2024-02-15,app_open
U00806,2024-02-24,2024-03-21,app_open
U00806,2024-02-24,2024-03-01,app_open
U00807,2024-03-20,2024-04-09,app_open
U00807,2024-03-20,2024-03-29,app_open
U00807,2024-03-20,2024-03-20,app_open
U00808,2024-03-15,2024-03-18,app_open
U00808,2024-03-15,2024-04-10,app_open
U00808,2024-03-15,2024-03-18,app_open
U00808,2024-03-15,2024-04-12,app_open
U00809,2024-01-16,2024-02-09,app_open
U00809,2024-01-16,2024-01-16,app_open
U00809,2024-01-16,2024-02-06,app_open
U00809,2024-01-16,2024-01-30,app_open
U00810,2024-01-08,2024-01-29,app_open
U00810,2024-01-08,2024-01-26,app_open
U00810,2024-01-08,2024-01-12,app_open
U00811,2024-01-04,2024-01-27,app_open
U00811,2024-01-04,2024-01-06,app_open
U00812,2024-01-04,2024-02-01,app_open
U00812,2024-01-04,2024-01-21,app_open
U00813,2024-02-25,2024-02-29,app_open
U00813,2024-02-25,2024-03-15,app_open
U00814,2024-01-25,2024-02-07,app_open
U00814,2024-01-25,2024-02-05,app_open
U00815,2024-03-07,2024-03-31,app_open
U00815,2024-03-07,2024-03-15,app_open
U00815,2024-03-07,2024-04-03,app_open
U00816,2024-03-07,2024-03-29,app_open
U00817,2024-01-27,2024-02-23,app_open
U00817,2024-01-27,2024-02-24,app_open
U00817,2024-01-27,2024-02-04,app_open
U00817,2024-01-27,2024-02-10,app_open
U00818,2024-02-01,2024-02-17,app_open
U00818,2024-02-01,2024-02-07,app_open
U00819,2024-02-19,2024-03-04,app_open
U00819,2024-02-19,2024-03-03,app_open
U00819,2024-02-19,2024-03-10,app_open
U00820,2024-03-01,2024-03-20,app_open
U00820,2024-03-01,2024-03-27,app_open
U00821,2024-02-20,2024-03-08,app_open
U00821,2024-02-20,2024-03-11,app_open
U00821,2024-02-20,2024-03-06,app_open
U00821,2024-02-20,2024-03-01,app_open
U00822,2024-01-19,2024-01-19,app_open
U00822,2024-01-19,2024-02-05,app_open
U00823,2024-01-21,2024-02-11,app_open
U00823,2024-01-21,2024-02-11,app_open
U00823,2024-01-21,2024-02-15,app_open
U00823,2024-01-21,2024-02-03,app_open
U00823,2024-01-21,2024-02-11,app_open
U00824,2024-01-05,2024-01-15,app_open
U00824,2024-01-05,2024-01-27,app_open
U00825,2024-03-22,2024-03-25,app_open
U00825,2024-03-22,2024-04-19,app_open
U00825,2024-03-22,2024-04-13,app_open
U00825,2024-03-22,2024-03-26,app_open
U00825,2024-03-22,2024-04-07,app_open
U00826,2024-02-11,2024-03-11,app_open
U00826,2024-02-11,2024-02-18,app_open
U00826,2024-02-11,2024-02-21,app_open
U00826,2024-02-11,2024-03-05,app_open
U00826,2024-02-11,2024-03-05,app_open
U00827,2024-03-01,2024-03-08,app_open
U00827,2024-03-01,2024-03-13,app_open
U00827,2024-03-01,2024-03-02,app_open
U00828,2024-01-22,2024-02-02,app_open
U00828,2024-01-22,2024-02-08,app_open
U00829,2024-01-21,2024-02-15,app_open
U00829,2024-01-21,2024-02-04,app_open
U00829,2024-01-21,2024-02-01,app_open
U00829,2024-01-21,2024-01-21,app_open
U00830,2024-03-10,2024-03-13,app_open
U00830,2024-03-10,2024-03-15,app_open
U00831,2024-01-01,2024-01-31,app_open
U00831,2024-01-01,2024-01-21,app_open
U00831,2024-01-01,2024-01-20,app_open
U00831,2024-01-01,2024-01-08,app_open
U00831,2024-01-01,2024-01-15,app_open
U00831,2024-01-01,2024-01-21,app_open
U00831,2024-01-01,2024-01-25,app_open
U00832,2024-01-05,2024-02-04,app_open
U00833,2024-01-12,2024-01-23,app_open
U00833,2024-01-12,2024-02-03,app_open
U00833,2024-01-12,2024-01-26,app_open
U00834,2024-03-30,2024-04-28,app_open
U00834,2024-03-30,2024-04-01,app_open
U00834,2024-03-30,2024-04-24,app_open
U00834,2024-03-30,2024-04-23,app_open
U00834,2024-03-30,2024-04-27,app_open
U00835,2024-02-15,2024-02-21,app_open
U00835,2024-02-15,2024-02-21,app_open
U00835,2024-02-15,2024-03-16,app_open
U00835,2024-02-15,2024-02-19,app_open
U00836,2024-02-03,2024-02-06,app_open
U00836,2024-02-03,2024-02-29,app_open
U00836,2024-02-03,2024-02-26,app_open
U00837,2024-02-18,2024-02-28,app_open
U00837,2024-02-18,2024-03-06,app_open
U00837,2024-02-18,2024-02-27,app_open
U00837,2024-02-18,2024-03-05,app_open
U00837,2024-02-18,2024-03-18,app_open
U00838,2024-03-18,2024-03-28,app_open
U00838,2024-03-18,2024-04-13,app_open
U00838,2024-03-18,2024-03-19,app_open
U00839,2024-03-30,2024-04-28,app_open
U00839,2024-03-30,2024-04-19,app_open
U00839,2024-03-30,2024-04-01,app_open
U00839,2024-03-30,2024-04-04,app_open
U00840,2024-02-14,2024-02-20,app_open
U00840,2024-02-14,2024-03-06,app_open
U00840,2024-02-14,2024-03-14,app_open
U00840,2024-02-14,2024-03-15,app_open
U00841,2024-01-27,2024-01-30,app_open
U00841,2024-01-27,2024-02-19,app_open
U00841,2024-01-27,2024-02-26,app_open
U00842,2024-03-13,2024-03-13,app_open
U00842,2024-03-13,2024-03-16,app_open
U00842,2024-03-13,2024-04-09,app_open
U00843,2024-01-26,2024-02-06,app_open
U00843,2024-01-26,2024-02-19,app_open
U00843,2024-01-26,2024-01-31,app_open
U00843,2024-01-26,2024-02-22,app_open
U00843,2024-01-26,2024-02-07,app_open
U00843,2024-01-26,2024-02-20,app_open
U00844,2024-02-16,2024-03-01,app_open
U00844,2024-02-16,2024-02-22,app_open
U00844,2024-02-16,2024-02-22,app_open
U00844,2024-02-16,2024-02-25,app_open
U00844,2024-02-16,2024-02-19,app_open
U00845,2024-03-26,2024-04-13,app_open
U00845,2024-03-26,2024-04-08,app_open
U00846,2024-02-25,2024-03-12,app_open
U00846,2024-02-25,2024-03-05,app_open
U00846,2024-02-25,2024-03-22,app_open
U00846,2024-02-25,2024-03-16,app_open
U00847,2024-03-03,2024-03-30,app_open
U00847,2024-03-03,2024-03-28,app_open
U00847,2024-03-03,2024-03-08,app_open
U00847,2024-03-03,2024-03-21,app_open
U00847,2024-03-03,2024-03-06,app_open
U00848,2024-02-17,2024-03-04,app_open
U00848,2024-02-17,2024-02-29,app_open
U00849,2024-03-01,2024-03-17,app_open
U00850,2024-03-21,2024-04-16,app_open
U00850,2024-03-21,2024-04-06,app_open
U00851,2024-01-26,2024-01-27,app_open
U00851,2024-01-26,2024-02-20,app_open
U00852,2024-02-05,2024-03-02,app_open
U00852,2024-02-05,2024-02-29,app_open
U00853,2024-01-01,2024-01-30,app_open
U00853,2024-01-01,2024-01-12,app_open
U00854,2024-01-08,2024-01-31,app_open
U00854,2024-01-08,2024-02-02,app_open
U00855,2024-02-21,2024-03-20,app_open
U00856,2024-03-19,2024-03-30,app_open
U00856,2024-03-19,2024-03-21,app_open
U00856,2024-03-19,2024-04-04,app_open
U00857,2024-02-16,2024-02-19,app_open
U00857,2024-02-16,2024-03-04,app_open
U00857,2024-02-16,2024-03-10,app_open
U00857,2024-02-16,2024-03-09,app_open
U00858,2024-02-25,2024-03-23,app_open
U00858,2024-02-25,2024-03-09,app_open
U00859,2024-03-26,2024-03-27,app_open
U00859,2024-03-26,2024-03-27,app_open
U00859,2024-03-26,2024-04-15,app_open
U00860,2024-01-14,2024-02-11,app_open
U00860,2024-01-14,2024-02-10,app_open
U00861,2024-03-30,2024-04-29,app_open
U00861,2024-03-30,2024-04-25,app_open
U00861,2024-03-30,2024-04-08,app_open
U00861,2024-03-30,2024-03-30,app_open
U00862,2024-01-28,2024-02-17,app_open
U00862,2024-01-28,2024-02-17,app_open
U00863,2024-03-27,2024-04-25,app_open
U00863,2024-03-27,2024-04-26,app_open
U00863,2024-03-27,2024-04-22,app_open
U00863,2024-03-27,2024-04-23,app_open
U00863,2024-03-27,2024-04-14,app_open
U00864,2024-03-18,2024-04-07,app_open
U00864,2024-03-18,2024-04-08,app_open
U00864,2024-03-18,2024-04-01,app_open
U00865,2024-03-28,2024-04-12,app_open
U00866,2024-01-02,2024-01-05,app_open
U00866,2024-01-02,2024-01-22,app_open
U00867,2024-01-26,2024-02-12,app_open
U00867,2024-01-26,2024-02-16,app_open
U00868,2024-01-14,2024-01-26,app_open
U00868,2024-01-14,2024-01-24,app_open
U00868,2024-01-14,2024-02-01,app_open
U00868,2024-01-14,2024-01-21,app_open
U00869,2024-02-28,2024-03-13,app_open
U00869,2024-02-28,2024-03-26,app_open
U00869,2024-02-28,2024-03-15,app_open
U00870,2024-02-25,2024-03-10,app_open
U00870,2024-02-25,2024-03-05,app_open
U00870,2024-02-25,2024-03-25,app_open
U00870,2024-02-25,2024-02-29,app_open
U00871,2024-01-07,2024-01-27,app_open
U00872,2024-01-03,2024-01-26,app_open
U00872,2024-01-03,2024-01-14,app_open
U00872,2024-01-03,2024-01-03,app_open
U00872,2024-01-03,2024-01-22,app_open
U00872,2024-01-03,2024-01-30,app_open
U00872,2024-01-03,2024-01-18,app_open
U00873,2024-01-23,2024-02-05,app_open
U00873,2024-01-23,2024-02-10,app_open
U00873,2024-01-23,2024-01-29,app_open
U00874,2024-01-18,2024-01-19,app_open
U00874,2024-01-18,2024-02-12,app_open
U00874,2024-01-18,2024-02-15,app_open
U00875,2024-02-07,2024-02-29,app_open
U00875,2024-02-07,2024-02-20,app_open
U00876,2024-01-15,2024-01-18,app_open
U00876,2024-01-15,2024-01-17,app_open
U00876,2024-01-15,2024-02-03,app_open
U00876,2024-01-15,2024-01-20,app_open
U00877,2024-03-04,2024-03-11,app_open
U00877,2024-03-04,2024-03-26,app_open
U00877,2024-03-04,2024-03-05,app_open
U00878,2024-03-29,2024-04-26,app_open
U00878,2024-03-29,2024-04-13,app_open
U00878,2024-03-29,2024-04-17,app_open
U00879,2024-01-28,2024-02-03,app_open
U00879,2024-01-28,2024-02-10,app_open
U00879,2024-01-28,2024-02-03,app_open
U00879,2024-01-28,2024-02-18,app_open
U00879,2024-01-28,2024-02-03,app_open
U00880,2024-03-14,2024-03-20,app_open
U00880,2024-03-14,2024-03-20,app_open
U00880,2024-03-14,2024-03-18,app_open
U00880,2024-03-14,2024-03-14,app_open
U00880,2024-03-14,2024-03-27,app_open
U00881,2024-02-08,2024-02-15,app_open
U00882,2024-02-26,2024-03-15,app_open
U00882,2024-02-26,2024-03-16,app_open
U00882,2024-02-26,2024-03-11,app_open
U00882,2024-02-26,2024-02-28,app_open
U00883,2024-01-17,2024-01-30,app_open
U00883,2024-01-17,2024-02-13,app_open
U00883,2024-01-17,2024-01-27,app_open
U00883,2024-01-17,2024-01-22,app_open
U00883,2024-01-17,2024-02-15,app_open
U00883,2024-01-17,2024-02-09,app_open
U00883,2024-01-17,2024-02-10,app_open
U00883,2024-01-17,2024-02-14,app_open
U00884,2024-03-26,2024-04-20,app_open
U00884,2024-03-26,2024-04-14,app_open
U00884,2024-03-26,2024-04-10,app_open
U00884,2024-03-26,2024-03-28,app_open
U00884,2024-03-26,2024-04-11,app_open
U00884,2024-03-26,2024-03-30,app_open
U00884,2024-03-26,2024-04-20,app_open
U00884,2024-03-26,2024-04-02,app_open
U00885,2024-03-30,2024-04-21,app_open
U00886,2024-02-13,2024-02-25,app_open
U00886,2024-02-13,2024-02-16,app_open
U00886,2024-02-13,2024-02-19,app_open
U00886,2024-02-13,2024-02-26,app_open
U00886,2024-02-13,2024-03-10,app_open
U00886,2024-02-13,2024-02-21,app_open
U00887,2024-01-25,2024-01-28,app_open
U00888,2024-01-17,2024-02-10,app_open
U00888,2024-01-17,2024-02-08,app_open
U00888,2024-01-17,2024-01-25,app_open
U00888,2024-01-17,2024-02-02,app_open
U00889,2024-01-13,2024-01-19,app_open
U00889,2024-01-13,2024-02-07,app_open
U00889,2024-01-13,2024-01-23,app_open
U00890,2024-03-24,2024-04-04,app_open
U00890,2024-03-24,2024-04-02,app_open
U00891,2024-01-25,2024-02-05,app_open
U00891,2024-01-25,2024-02-22,app_open
U00891,2024-01-25,2024-02-14,app_open
U00891,2024-01-25,2024-02-04,app_open
U00891,2024-01-25,2024-02-21,app_open
U00892,2024-03-08,2024-03-12,app_open
U00892,2024-03-08,2024-03-23,app_open
U00892,2024-03-08,2024-04-07,app_open
U00893,2024-01-10,2024-02-03,app_open
U00893,2024-01-10,2024-02-08,app_open
U00893,2024-01-10,2024-01-13,app_open
U00894,2024-03-07,2024-03-20,app_open
U00894,2024-03-07,2024-03-30,app_open
U00895,2024-01-18,2024-02-13,app_open
U00895,2024-01-18,2024-02-02,app_open
U00895,2024-01-18,2024-01-22,app_open
U00895,2024-01-18,2024-01-21,app_open
U00895,2024-01-18,2024-02-12,app_open
U00895,2024-01-18,2024-01-27,app_open
U00896,2024-03-26,2024-04-23,app_open
U00896,2024-03-26,2024-04-15,app_open
U00896,2024-03-26,2024-04-24,app_open
U00896,2024-03-26,2024-04-14,app_open
U00897,2024-02-03,2024-02-16,app_open
U00897,2024-02-03,2024-02-14,app_open
U00898,2024-01-08,2024-01-23,app_open
U00899,2024-02-09,2024-02-11,app_open
U00900,2024-03-23,2024-04-20,app_open
U00900,2024-03-23,2024-04-22,app_open
U00900,2024-03-23,2024-03-24,app_open
U00901,2024-02-11,2024-02-15,app_open
U00902,2024-02-10,2024-03-04,app_open
U00902,2024-02-10,2024-02-21,app_open
U00902,2024-02-10,2024-03-11,app_open
U00903,2024-01-06,2024-01-23,app_open
U00903,2024-01-06,2024-01-07,app_open
U00903,2024-01-06,2024-02-05,app_open
U00904,2024-02-21,2024-03-03,app_open
U00904,2024-02-21,2024-02-22,app_open
U00905,2024-01-26,2024-02-02,app_open
U00905,2024-01-26,2024-02-25,app_open
U00905,2024-01-26,2024-02-14,app_open
U00905,2024-01-26,2024-02-21,app_open
U00906,2024-03-04,2024-03-31,app_open
U00907,2024-02-28,2024-03-05,app_open
U00907,2024-02-28,2024-03-03,app_open
U00907,2024-02-28,2024-03-09,app_open
U00908,2024-02-25,2024-03-11,app_open
U00908,2024-02-25,2024-03-02,app_open
U00909,2024-02-28,2024-03-22,app_open
U00910,2024-03-10,2024-04-06,app_open
U00910,2024-03-10,2024-03-31,app_open
U00911,2024-02-02,2024-02-09,app_open
U00911,2024-02-02,2024-02-26,app_open
U00911,2024-02-02,2024-02-10,app_open
U00912,2024-02-22,2024-03-10,app_open
U00912,2024-02-22,2024-03-08,app_open
U00912,2024-02-22,2024-03-01,app_open
U00912,2024-02-22,2024-02-22,app_open
U00912,2024-02-22,2024-03-03,app_open
U00912,2024-02-22,2024-03-01,app_open
U00913,2024-01-22,2024-02-04,app_open
U00913,2024-01-22,2024-01-27,app_open
U00914,2024-01-21,2024-02-17,app_open
U00914,2024-01-21,2024-01-22,app_open
U00914,2024-01-21,2024-02-20,app_open
U00914,2024-01-21,2024-01-31,app_open
U00914,2024-01-21,2024-02-11,app_open
U00915,2024-03-10,2024-03-24,app_open
U00915,2024-03-10,2024-03-14,app_open
U00915,2024-03-10,2024-04-05,app_open
U00916,2024-03-10,2024-04-05,app_open
U00917,2024-01-04,2024-01-05,app_open
U00917,2024-01-04,2024-01-24,app_open
U00917,2024-01-04,2024-01-10,app_open
U00918,2024-03-15,2024-03-18,app_open
U00918,2024-03-15,2024-03-31,app_open
U00918,2024-03-15,2024-03-30,app_open
U00919,2024-03-02,2024-03-09,app_open
U00919,2024-03-02,2024-03-19,app_open
U00920,2024-03-02,2024-03-05,app_open
U00920,2024-03-02,2024-03-27,app_open
U00920,2024-03-02,2024-03-28,app_open
U00920,2024-03-02,2024-03-07,app_open
U00920,2024-03-02,2024-03-23,app_open
U00921,2024-01-24,2024-02-10,app_open
U00921,2024-01-24,2024-02-16,app_open
U00921,2024-01-24,2024-01-29,app_open
U00921,2024-01-24,2024-01-30,app_open
U00921,2024-01-24,2024-01-24,app_open
U00921,2024-01-24,2024-01-29,app_open
U00922,2024-02-24,2024-03-13,app_open
U00922,2024-02-24,2024-03-03,app_open
U00923,2024-01-09,2024-01-17,app_open
U00923,2024-01-09,2024-01-21,app_open
U00923,2024-01-09,2024-01-16,app_open
U00924,2024-01-03,2024-01-19,app_open
U00925,2024-01-31,2024-02-17,app_open
U00926,2024-02-09,2024-02-09,app_open
U00926,2024-02-09,2024-02-29,app_open
U00927,2024-02-05,2024-02-14,app_open
U00927,2024-02-05,2024-02-27,app_open
U00927,2024-02-05,2024-02-07,app_open
U00927,2024-02-05,2024-02-22,app_open
U00928,2024-01-24,2024-02-13,app_open
U00928,2024-01-24,2024-02-10,app_open
U00928,2024-01-24,2024-02-20,app_open
U00928,2024-01-24,2024-02-10,app_open
U00929,2024-01-06,2024-01-26,app_open
U00929,2024-01-06,2024-01-15,app_open
U00929,2024-01-06,2024-01-06,app_open
U00929,2024-01-06,2024-01-25,app_open
U00929,2024-01-06,2024-01-27,app_open
U00930,2024-03-06,2024-03-29,app_open
U00930,2024-03-06,2024-03-13,app_open
U00930,2024-03-06,2024-04-01,app_open
U00930,2024-03-06,2024-03-15,app_open
U00931,2024-03-24,2024-03-26,app_open
U00931,2024-03-24,2024-04-12,app_open
U00931,2024-03-24,2024-04-22,app_open
U00931,2024-03-24,2024-04-03,app_open
U00931,2024-03-24,2024-03-28,app_open
U00931,2024-03-24,2024-04-11,app_open
U00932,2024-03-15,2024-03-22,app_open
U00932,2024-03-15,2024-03-15,app_open
U00932,2024-03-15,2024-04-10,app_open
U00932,2024-03-15,2024-03-20,app_open
U00933,2024-01-04,2024-01-06,app_open
U00933,2024-01-04,2024-01-12,app_open
U00933,2024-01-04,2024-01-08,app_open
U00934,2024-03-19,2024-03-21,app_open
U00934,2024-03-19,2024-03-23,app_open
U00934,2024-03-19,2024-04-12,app_open
U00935,2024-01-06,2024-01-22,app_open
U00936,2024-02-20,2024-03-12,app_open
U00936,2024-02-20,2024-03-17,app_open
U00936,2024-02-20,2024-02-27,app_open
U00936,2024-02-20,2024-02-28,app_open
U00936,2024-02-20,2024-03-18,app_open
U00937,2024-03-02,2024-03-08,app_open
U00938,2024-02-26,2024-03-10,app_open
U00938,2024-02-26,2024-03-25,app_open
U00938,2024-02-26,2024-02-29,app_open
U00938,2024-02-26,2024-03-09,app_open
U00938,2024-02-26,2024-03-12,app_open
U00939,2024-03-06,2024-03-29,app_open
U00939,2024-03-06,2024-04-05,app_open
U00939,2024-03-06,2024-04-04,app_open
U00939,2024-03-06,2024-03-29,app_open
U00940,2024-03-19,2024-04-18,app_open
U00940,2024-03-19,2024-04-10,app_open
U00940,2024-03-19,2024-04-10,app_open
U00941,2024-03-15,2024-03-15,app_open
U00941,2024-03-15,2024-04-12,app_open
U00941,2024-03-15,2024-04-06,app_open
U00941,2024-03-15,2024-03-15,app_open
U00941,2024-03-15,2024-04-06,app_open
U00941,2024-03-15,2024-04-03,app_open
U00942,2024-01-08,2024-01-13,app_open
U00942,2024-01-08,2024-01-24,app_open
U00943,2024-01-26,2024-02-02,app_open
U00943,2024-01-26,2024-01-30,app_open
U00944,2024-02-20,2024-03-16,app_open
U00945,2024-02-14,2024-03-07,app_open
U00945,2024-02-14,2024-02-26,app_open
U00945,2024-02-14,2024-02-22,app_open
U00945,2024-02-14,2024-02-15,app_open
U00945,2024-02-14,2024-03-15,app_open
U00946,2024-02-13,2024-02-15,app_open
U00946,2024-02-13,2024-03-02,app_open
U00946,2024-02-13,2024-03-02,app_open
U00947,2024-01-05,2024-01-30,app_open
U00947,2024-01-05,2024-01-05,app_open
U00947,2024-01-05,2024-02-03,app_open
U00948,2024-03-10,2024-04-03,app_open
U00949,2024-01-26,2024-02-18,app_open
U00950,2024-03-08,2024-03-24,app_open
U00950,2024-03-08,2024-04-01,app_open
U00950,2024-03-08,2024-04-06,app_open
U00951,2024-01-19,2024-02-08,app_open
U00951,2024-01-19,2024-02-09,app_open
U00952,2024-03-24,2024-03-27,app_open
U00953,2024-01-20,2024-01-23,app_open
U00953,2024-01-20,2024-02-04,app_open
U00953,2024-01-20,2024-02-02,app_open
U00953,2024-01-20,2024-02-04,app_open
U00954,2024-01-12,2024-01-17,app_open
U00954,2024-01-12,2024-01-12,app_open
U00955,2024-02-16,2024-02-23,app_open
U00956,2024-01-01,2024-01-30,app_open
U00956,2024-01-01,2024-01-01,app_open
U00956,2024-01-01,2024-01-16,app_open
U00957,2024-03-30,2024-04-13,app_open
U00957,2024-03-30,2024-04-08,app_open
U00957,2024-03-30,2024-04-01,app_open
U00957,2024-03-30,2024-04-21,app_open
U00957,2024-03-30,2024-04-18,app_open
U00958,2024-01-14,2024-01-31,app_open
U00958,2024-01-14,2024-01-28,app_open
U00959,2024-03-04,2024-03-24,app_open
U00959,2024-03-04,2024-04-03,app_open
U00959,2024-03-04,2024-03-23,app_open
U00960,2024-02-07,2024-02-12,app_open
U00961,2024-02-06,2024-02-24,app_open
U00961,2024-02-06,2024-02-07,app_open
U00961,2024-02-06,2024-02-20,app_open
U00961,2024-02-06,2024-02-08,app_open
U00962,2024-01-11,2024-01-14,app_open
U00962,2024-01-11,2024-01-20,app_open
U00963,2024-03-17,2024-04-14,app_open
U00963,2024-03-17,2024-04-06,app_open
U00963,2024-03-17,2024-03-26,app_open
U00963,2024-03-17,2024-03-26,app_open
U00964,2024-01-03,2024-01-26,app_open
U00964,2024-01-03,2024-01-07,app_open
U00964,2024-01-03,2024-01-26,app_open
U00964,2024-01-03,2024-01-29,app_open
U00965,2024-02-02,2024-02-21,app_open
U00965,2024-02-02,2024-02-10,app_open
U00965,2024-02-02,2024-02-05,app_open
U00965,2024-02-02,2024-02-06,app_open
U00966,2024-01-06,2024-01-10,app_open
U00966,2024-01-06,2024-01-21,app_open
U00966,2024-01-06,2024-01-20,app_open
U00966,2024-01-06,2024-01-10,app_open
U00967,2024-02-19,2024-03-04,app_open
U00967,2024-02-19,2024-03-07,app_open
U00968,2024-01-10,2024-01-17,app_open
U00968,2024-01-10,2024-01-13,app_open
U00968,2024-01-10,2024-02-08,app_open
U00969,2024-01-05,2024-01-05,app_open
U00969,2024-01-05,2024-01-24,app_open
U00969,2024-01-05,2024-01-19,app_open
U00970,2024-01-23,2024-02-22,app_open
U00970,2024-01-23,2024-02-15,app_open
U00970,2024-01-23,2024-01-29,app_open
U00971,2024-01-10,2024-02-01,app_open
U00971,2024-01-10,2024-01-28,app_open
U00971,2024-01-10,2024-01-10,app_open
U00972,2024-02-13,2024-03-11,app_open
U00972,2024-02-13,2024-02-17,app_open
U00972,2024-02-13,2024-02-21,app_open
U00973,2024-01-02,2024-01-12,app_open
U00974,2024-01-13,2024-02-01,app_open
U00974,2024-01-13,2024-01-14,app_open
U00974,2024-01-13,2024-01-31,app_open
U00975,2024-02-09,2024-02-28,app_open
U00975,2024-02-09,2024-03-10,app_open
U00975,2024-02-09,2024-02-17,app_open
U00975,2024-02-09,2024-02-16,app_open
U00975,2024-02-09,2024-03-07,app_open
U00976,2024-01-02,2024-01-14,app_open
U00976,2024-01-02,2024-02-01,app_open
U00977,2024-03-24,2024-04-21,app_open
U00978,2024-03-05,2024-03-25,app_open
U00978,2024-03-05,2024-03-20,app_open
U00978,2024-03-05,2024-03-19,app_open
U00978,2024-03-05,2024-03-11,app_open
U00978,2024-03-05,2024-03-06,app_open
U00978,2024-03-05,2024-03-14,app_open
U00979,2024-03-03,2024-03-04,app_open
U00980,2024-03-13,2024-04-01,app_open
U00980,2024-03-13,2024-03-28,app_open
U00980,2024-03-13,2024-03-20,app_open
U00981,2024-01-17,2024-01-25,app_open
U00981,2024-01-17,2024-01-23,app_open
U00981,2024-01-17,2024-02-14,app_open
U00982,2024-01-09,2024-01-22,app_open
U00982,2024-01-09,2024-01-10,app_open
U00983,2024-03-15,2024-03-29,app_open
U00983,2024-03-15,2024-04-11,app_open
U00983,2024-03-15,2024-04-02,app_open
U00983,2024-03-15,2024-04-02,app_open
U00984,2024-01-15,2024-02-03,app_open
U00984,2024-01-15,2024-01-26,app_open
U00985,2024-01-24,2024-02-09,app_open
U00985,2024-01-24,2024-02-11,app_open
U00985,2024-01-24,2024-02-08,app_open
U00986,2024-02-07,2024-03-02,app_open
U00986,2024-02-07,2024-03-06,app_open
U00986,2024-02-07,2024-02-19,app_open
U00987,2024-02-04,2024-03-02,app_open
U00987,2024-02-04,2024-02-04,app_open
U00987,2024-02-04,2024-02-26,app_open
U00987,2024-02-04,2024-02-29,app_open
U00988,2024-02-18,2024-03-09,app_open
U00988,2024-02-18,2024-02-27,app_open
U00988,2024-02-18,2024-03-13,app_open
U00989,2024-03-09,2024-03-26,app_open
U00989,2024-03-09,2024-04-07,app_open
U00989,2024-03-09,2024-03-14,app_open
U00990,2024-03-02,2024-03-05,app_open
U00991,2024-02-29,2024-03-25,app_open
U00991,2024-02-29,2024-03-27,app_open
U00992,2024-02-19,2024-03-18,app_open
U00992,2024-02-19,2024-03-07,app_open
U00992,2024-02-19,2024-03-16,app_open
U00992,2024-02-19,2024-03-09,app_open
U00992,2024-02-19,2024-02-22,app_open
U00992,2024-02-19,2024-03-19,app_open
U00993,2024-03-18,2024-04-13,app_open
U00993,2024-03-18,2024-04-10,app_open
U00993,2024-03-18,2024-04-17,app_open
U00993,2024-03-18,2024-04-08,app_open
U00994,2024-03-15,2024-03-26,app_open
U00994,2024-03-15,2024-04-03,app_open
U00994,2024-03-15,2024-04-06,app_open
